,역명,지하철역
5559,신사시장.선한이웃교회,신대방
5560,신사동진양빌딩앞,신대방
5561,보성운수차고지맞은편,신림
5562,조원아파트,신대방
5563,성원홈아파트,신림
5564,신림빗물펌프장,구로디지털단지
5565,봉천사거리.위버폴리스,서울대입구(관악구청)
5566,서원동승리교앞,신림
5567,서울난향초등학교.난향동주민센터,신림
5568,은천길입구,신림
5569,대학동샘말공원,봉천
5570,서울대학교.치과병원.동물병원,서울대입구(관악구청)
5571,신림2교,봉천
5572,신림역2번출구,신림
5573,벽산블루밍아파트종점,숭실대입구(살피재)
5574,아카시아마을.민방위교육장,구로디지털단지
5575,난향동공영차고지,신림
5576,청림동푸르지오아파트121동앞,남성
5577,보명사.법화사,신림
5578,GS편의점.소망유통,낙성대
5579,국사봉,봉천
5580,뉴서울아파트,구로디지털단지
5581,푸르지오122동,서울대입구(관악구청)
5582,승산밝은빛교회.구무림비디오,신림
5583,인수당약국,낙성대
5584,벽산아파트후문.만물슈퍼,봉천
5585,신협,봉천
5586,쌍용아파트후문,신대방
5587,관악로입구,서울대입구(관악구청)
5588,한마음슈퍼,신림
5589,혜성사세탁소,신림
5590,우리현대마트,낙성대
5591,두산아파트입구,봉천
5592,벽산아파트501동.적십자센터,숭실대입구(살피재)
5593,신라놀이터,신대방
5594,충남슈퍼.생각대로통신,신림
5595,우리문방구,신림
5596,동인약국.인헌중고입구,낙성대
5597,수정슈퍼,봉천
5598,두영아파트,신대방
5599,삼성산주공정문,신림
5600,서울대입구역2호선,서울대입구(관악구청)
5601,제일교회입구,신림
5602,GS편의점,신림
5603,오리사랑,낙성대
5604,서울관광고등학교,봉천
5605,구암초등학교정문,봉천
5606,미성중학교,신대방
5607,삼성산주공307동앞,신림
5608,관악프라자,서울대입구(관악구청)
5609,동산교회,신림
5610,산성교회,봉천
5611,방앗간,봉천
5612,낙성대역,낙성대
5613,라이프아파트,신대방
5614,2단지종합상가,신림
5615,애동유치원,신림
5616,서강약국,신림
5617,인헌시장입구,낙성대
5618,경천교회,봉천
5619,대학원생활관,낙성대
5620,성현동주민센터,숭실대입구(살피재)
5621,사랑의병원,서울대입구(관악구청)
5622,신림고등학교,신대방
5623,203동앞,신림
5624,세이브마트,신림
5625,파리바게트.낙성대지하철,낙성대
5626,국회단지입구,봉천
5627,학부생활관,낙성대
5628,구암어린이집앞,숭실대입구(살피재)
5629,난곡터널,신림
5630,광신고등학교.주공1단지,신림
5631,우성아파트103동,서울대입구(관악구청)
5632,난우초등학교,신림
5633,삼모타워앞,신림
5634,인헌초등학교,낙성대
5635,은천교앞,봉천
5636,BK국제관,낙성대
5637,관악드림타운2단지.관악선의복지관,숭실대입구(살피재)
5638,갑을아파트,신대방
5639,신원동치안센터,신림
5640,유완약국.성림교회,신림
5641,행운동우성아파트109동앞,남성
5642,신림성모성당앞,신림
5643,가족생활동,낙성대
5644,삼성전자,신림
5645,신림체육센터,신대방
5646,낙성대동시장입구,서울대입구(관악구청)
5647,관악우체국,신림
5648,신림사거리.신원시장,신림
5649,신림역,신림
5650,인헌아파트,낙성대
5651,삼성동시장입구,봉천
5652,당곡사거리,신림
5653,서울과학전시관,낙성대
5654,은천교입구,신림
5655,조원경로당,신대방
5656,낙성대공원.영어마을,낙성대
5657,신도브래뉴.구펭귄아파트,신대방
5658,낙성대현대아파트,낙성대
5659,펭귄시장,신대방
5660,서림동주민센터,봉천
5661,현대아파트109동,신림
5662,개미유통,낙성대
5663,서울대호암교수회관,낙성대
5664,봉천로사거리,서울대입구(관악구청)
5665,관악세무서,신림
5666,현대아파트106동,신림
5667,세진아파트,낙성대
5668,난곡종점,신림
5669,은천아파트,낙성대
5670,서울대학교입구전철역,서울대입구(관악구청)
5671,신림2동차고지,봉천
5672,호암교수회관,낙성대
5673,소망유통,낙성대
5674,201동.동신교회,신림
5675,3단지종합상가,신림
5676,봉천역6번출구,봉천
5677,서울대후문.연구공원,낙성대
5678,봉천역4번출구,봉천
5679,삼성산주공아파트정문,신림
5680,기숙사삼거리,낙성대
5681,제2파워플랜트,낙성대
5682,건설환경종합연구소,낙성대
5683,보라매노인복지회관,신대방삼거리
5684,신한은행앞.롯데백화점,신림
5685,적십자센터,숭실대입구(살피재)
5686,봉림교,신림
5687,구신림극장,신림
5688,노천강당,낙성대
5689,신림역4번출구,신림
5690,신본교.서원동성당앞,봉천
5691,교육개발원입구,양재(서초구청)
5692,양재역.서초문화예술회관,양재(서초구청)
5693,뱅뱅사거리,양재(서초구청)
5694,신분당선강남역,강남
5695,지하철2호선강남역,강남
5696,논현역,논현
5697,신사역.푸른저축은행,논현
5698,신사역,논현
5699,반포역,반포
5700,고속터미널,고속터미널
5701,신반포역,고속터미널
5702,구반포역,동작(현충원)
5703,구반포역.심산문화센터,동작(현충원)
5704,아리랑TV.국립국악원,남부터미널(예술의전당)
5705,서초포레스타5단지정문,매봉
5706,서초종합체육관,양재(서초구청)
5707,서울추모공원,양재(서초구청)
5708,양재동화물터미널,양재(서초구청)
5709,한국소비자원,양재(서초구청)
5710,지하철3호선교대역,서초
5711,서울교대사거리,남부터미널(예술의전당)
5712,지하철2호선교대역2,교대(법원·검찰청)
5713,서초동유원아파트,교대(법원·검찰청)
5714,창신교회앞.서리풀노리학교,교대(법원·검찰청)
5715,창신교회.서리풀노리학교,교대(법원·검찰청)
5716,서울교대정문앞,남부터미널(예술의전당)
5717,남부터미널,남부터미널(예술의전당)
5718,서울시인재개발원입구,남부터미널(예술의전당)
5719,서울시인재개발원.한우리문화센터,남부터미널(예술의전당)
5720,서일초등학교,남부터미널(예술의전당)
5721,롯데칠성,강남
5722,서초포레스타2단지 앞,일원
5723,래미안에스티지에스,강남
5724,래미안에스티지,강남
5725,구립서초어린이도서관,강남
5726,서초동신동아아파트,강남
5727,서초2동주민센터서이초등학교,강남
5728,서초우성1차아파트,양재(서초구청)
5729,추모공원입구,양재(서초구청)
5730,서초동무지개아파트,양재(서초구청)
5731,서초구청,양재(서초구청)
5732,수협서초지점,강남
5733,서초문화예술정보학교,양재(서초구청)
5734,법조단지,교대(법원·검찰청)
5735,교대역3,서초
5736,서초역.서울중앙지법등기국,서초
5737,서초역1번출구,서초
5738,서울중앙지방검찰청,서초
5739,서울중앙지방검찰청대검찰청,서초
5740,서초아트자이아파트,남부터미널(예술의전당)
5741,서초동삼성아파트,서초
5742,서초유스센터.서초아트자이,남부터미널(예술의전당)
5743,서초3동주민센터,남부터미널(예술의전당)
5744,서초동예술의전당,남부터미널(예술의전당)
5745,서초중학교,남부터미널(예술의전당)
5746,서울고등학교,방배
5747,상문고교,방배
5748,BC카드.남부터미널,남부터미널(예술의전당)
5749,KCC사옥,논현
5750,서초푸르지오써밋,강남
5751,서초푸르지오써밋.롯데캐슬클래식,강남
5752,진흥아파트,강남
5753,강남역.강남역사거리,강남
5754,서초동진흥아파트,강남
5755,지하철2호선교대역4출구,교대(법원·검찰청)
5756,신논현역.구교보타워사거리,강남
5757,강남역,강남
5758,잠원한신아파트,잠원
5759,신반포18차아파트,신사
5760,신반포13차아파트,잠원
5761,신동중학교,잠원
5762,논현사거리.논현역5번출구,논현
5763,신사역4번출구,신사
5764,신사역5번출구,신사
5765,논현사거리.논현역4번출구,논현
5766,반포동,논현
5767,제일약품사옥,논현
5768,사평역,반포
5769,삼호가든3차아파트,교대(법원·검찰청)
5770,삼호가든사거리.반포도서관,반포
5771,서초구민체육센터.심산문화센터,동작(현충원)
5772,잠원성당.아크로리버뷰아파트,잠원
5773,잠원성당,잠원
5774,뉴코아아울렛,반포
5775,신반포자이아파트,반포
5776,서울지방조달청.서울성모병원,고속터미널
5777,센트럴시티,고속터미널
5778,서울성모병원,고속터미널
5779,반포미도아파트앞,고속터미널
5780,고속터미널경부선,고속터미널
5781,고속터미널호남선,고속터미널
5782,방배사이길,내방
5783,방배동삼호아파트,내방
5784,가야메디컬센터,내방
5785,이수교,동작(현충원)
5786,롯데캐슬헤론아파트,동작(현충원)
5787,방배동신동아아파트,방배
5788,방배역.방배서리풀이편한세상,방배
5789,내방역2번출구,내방
5790,내방역,내방
5791,방배1동주민센터.방배아크로타워,방배
5792,지하철2호선방배역,방배
5793,서울교통공사,사당
5794,종로교회,방배
5795,대우효령아파트,방배
5796,이수중학교,방배
5797,신구드림빌라,내방
5798,사당역3번출구,사당
5799,경남임광아파트,방배
5800,방배동경남아파트,방배
5801,서울지방법무사회,방배
5802,현대멤피스2차아파트,방배
5803,신동아아파트앞,방배
5804,방배역.백석예술대학교,방배
5805,방배동대우효령아파트앞,방배
5806,종로교회앞,방배
5807,방배동래미안아트힐.국립국악원,방배
5808,성뒤마을.교육연수원,방배
5809,방배동래미안타워,방배
5810,대항병원.연세사랑병원,사당
5811,방배동래미안타워.동덕여중고,방배
5812,서문여고입구,총신대입구(이수)
5813,방배동고개,내방
5814,예술의전당,남부터미널(예술의전당)
5815,방배열린문화센터(방배4동주민센터),내방
5816,양재역.양재1동민원분소,양재(서초구청)
5817,양재노인종합복지관,매봉
5818,블랙야크양재사옥,양재(서초구청)
5819,현대빌라.에코맘코리아,양재(서초구청)
5820,우성아파트.양재초등학교,양재(서초구청)
5821,코오롱아파트.양재1동주민센터,양재(서초구청)
5822,우면코오롱아파트,양재(서초구청)
5823,우면주공아파트.우면한라아파트,양재(서초구청)
5824,우면주공아파트.양재1동주민센터,양재(서초구청)
5825,서울시품질시험소한국교원단체총연합회,양재(서초구청)
5826,네이처힐3.4단지,양재(서초구청)
5827,성촌마을입구,양재(서초구청)
5828,서초힐스아파트,남태령
5829,식유촌우면성당.서초호반써밋,남태령
5830,양재역,양재(서초구청)
5831,일동제약사거리,양재(서초구청)
5832,양재2동주민센터.양재꽃시장,양재(서초구청)
5833,시민의숲,양재(서초구청)
5834,언남고교,양재(서초구청)
5835,시민의숲.양재꽃시장,양재(서초구청)
5836,AT센터.양재꽃시장,양재(서초구청)
5837,양곡도매시장,양재(서초구청)
5838,하나로마트.코트라,양재(서초구청)
5839,코트라,양재(서초구청)
5840,구룡사앞,매봉
5841,구룡사,매봉
5842,구룡사입구,매봉
5843,동원산업앞,매봉
5844,언남고포이성당앞,매봉
5845,양재119안전센터앞,양재(서초구청)
5846,소방서앞,양재(서초구청)
5847,꽃마을,양재(서초구청)
5848,개나리골입구,매봉
5849,새원마을,매봉
5850,본마을,매봉
5851,청계산.원터골,매봉
5852,관현사입구,일원
5853,새쟁이마을,모란
5854,옛골,모란
5855,염곡마을,매봉
5856,탑성마을,매봉
5857,안골마을,일원
5858,서울특별시어린이병원.강동-송파예비군,일원
5859,헌인릉.강남서초예비군훈련장,일원
5860,헌인농장,일원
5861,헌인마을.서울농업기술센터,일원
5862,KT반포지사,내방
5863,헌인가구단지,일원
5864,내방역8번출구,내방
5865,교대역5번출구,교대(법원·검찰청)
5866,강남역하나은행,강남
5867,염곡마을.내곡동주민센터,매봉
5868,사당역1번출구,사당
5869,강남의림한방병원,총신대입구(이수)
5870,염곡동구룡사,매봉
5871,국제전자센터,남부터미널(예술의전당)
5872,형촌마을입구(서초네이처힐1.2단지),양재(서초구청)
5873,도로교통공단서울지부.코트라,양재(서초구청)
5874,서초역3번출구,서초
5875,서초구민체육센터,동작(현충원)
5876,반포대교남단 한강시민공원입구,고속터미널
5877,헌인마을,일원
5878,하이브랜드,양재(서초구청)
5879,시온약국,총신대입구(이수)
5880,방배고개,내방
5881,방배역,방배
5882,내방역3번출구,내방
5883,방일초교,내방
5884,동작대교전망카페,동작(현충원)
5885,서초포레스타입구,매봉
5886,청계산입구역,매봉
5887,서초포레스타7단지,매봉
5888,반포한강공원.세빛섬,고속터미널
5889,신논현역.주류성빌딩,강남
5890,신논현역.BSX빌딩,강남
5891,신논현역.유화빌딩,강남
5892,신논현역.금강빌딩,강남
5893,신논현역.우신빌딩,강남
5894,신논현역.인터파크,강남
5895,신논현역.영신빌딩,강남
5896,신논현역.씨티은행,강남
5897,양재시민의숲,양재(서초구청)
5898,동덕여중고,방배
5899,유경약국,총신대입구(이수)
5900,동부센트레빌2,동작(현충원)
5901,잔디마을,양재(서초구청)
5902,방일초등학교,내방
5903,네이처힐5단지,양재(서초구청)
5904,교육개발원입구사거리,양재(서초구청)
5905,방배래미안타워,방배
5906,이수역5번출구,이수
5907,이수중앙시장,내방
5908,방배신삼호아파트,내방
5909,헌인릉.꽃시장,일원
5910,더케이호텔후문,양재(서초구청)
5911,삼성레포츠,교대(법원·검찰청)
5912,원불교,매봉
5913,양재역7번출구.프라자약국,양재(서초구청)
5914,연세사랑병원,사당
5915,함지박사거리,내방
5916,이수화학,내방
5917,예비군훈련장,일원
5918,더케이호텔정문,양재(서초구청)
5919,방배역1번출구,방배
5920,대림약국,교대(법원·검찰청)
5921,반포래미안아이파크아파트,고속터미널
5922,서래초교,내방
5923,방배성당앞,내방
5924,현대아파트.한국상담대학원대학교,남부터미널(예술의전당)
5925,한국회관.ROTC중앙회,고속터미널
5926,신흥마을입구,일원
5927,예술공원,양재(서초구청)
5928,신동아아파트정문,방배
5929,사당역13번출구,사당
5930,서초구립반포도서관.반포리체,반포
5931,서초문화예술정보학교후문,양재(서초구청)
5932,장자터빌딩,내방
5933,동부센트레빌1,동작(현충원)
5934,kt연구소,양재(서초구청)
5935,상문고등학교,방배
5936,반포리체,반포
5937,백산빌딩,방배
5938,방배브라운가아파트,내방
5939,방배열린문화센터.가야치과병원,내방
5940,방배중학교,내방
5941,반포래미안,고속터미널
5942,반포래미안아이파크아파트후문,반포
5943,반포고교,교대(법원·검찰청)
5944,서초문화예술정보학교.강남연세샘치과,양재(서초구청)
5945,교총회관,양재(서초구청)
5946,동문빌라,방배
5947,효성빌라,내방
5948,서초포레스타3단지정문,매봉
5949,호남고속터미널,고속터미널
5950,방배빌딩.방배아트힐아파트정문,방배
5951,한성슈퍼,내방
5952,언남초등학교,매봉
5953,서초2동주민센터,강남
5954,삽준네마을,양재(서초구청)
5955,방배역.백석대,방배
5956,서래마을.서래글로벌빌리지센터,고속터미널
5957,경부고속터미널,고속터미널
5958,서초더샵포레,일원
5959,정자,방배
5960,반포센트럴푸르지오써밋아파트,교대(법원·검찰청)
5961,양재시민의숲매헌역입구,양재(서초구청)
5962,서래마을입구,고속터미널
5963,강남역.9번출구,강남
5964,반포자이아파트,반포
5965,임광아파트후문,방배
5966,방현초교,방배
5967,세탁소,이수
5968,현대4차아파트,교대(법원·검찰청)
5969,서초1동주민센터,남부터미널(예술의전당)
5970,팔래스호텔,고속터미널
5971,여의3교,매봉
5972,임광아파트정문,방배
5973,서초래미안아파트정문,교대(법원·검찰청)
5974,뉴코아백화점,반포
5975,서울교대정문,남부터미널(예술의전당)
5976,일동제약,양재(서초구청)
5977,롯데캐슬클래식.사랑의교회,강남
5978,언남중고교,매봉
5979,방배3동주민센터,방배
5980,우리수퍼,이수
5981,서초래미안아파트남문,교대(법원·검찰청)
5982,경원중학교,잠원
5983,청호나이스,남부터미널(예술의전당)
5984,구름다리,방배
5985,아크로비스타.미도아파트,교대(법원·검찰청)
5986,방배(백석예술대)역,방배
5987,주택단지,방배
5988,국립중앙도서관,고속터미널
5989,반포1동성당,논현
5990,방배(백석예술대)역.서초프라자약국,방배
5991,동덕여고,방배
5992,이수역4번출구,이수
5993,유원아파트,교대(법원·검찰청)
5994,서초역2번출구,서초
5995,국립국악원,방배
5996,매일상가,잠원
5997,대법원,서초
5998,롯데캐슬클래식,강남
5999,강남역도시에빛,강남
6000,KT삼거리,양재(서초구청)
6001,KT연구개발센터정문,양재(서초구청)
6002,형촌마을입구,양재(서초구청)
6003,서초호반써밋,남태령
6004,LH서초아파트,양재(서초구청)
6005,서초포레스타3단지후문,매봉
6006,LH3.4단지,남태령
6007,교보사거리,논현
6008,강남역서초현대타워앞,강남
6009,강남역우리은행,강남
6010,강남역티월드,강남
6011,LH5단지,양재(서초구청)
6012,2호선교대역7번출구,교대(법원·검찰청)
6013,교대역,교대(법원·검찰청)
6014,서초경찰서,서초
6015,이수교(방배본동),동작(현충원)
6016,임광아파트,방배
6017,방배동래미안아파트,사당
6018,삼성전자서울R&D,양재(서초구청)
6019,대교방송,사당
6020,KT연구개발센터,양재(서초구청)
6021,네이처힐.LH서초아파트,양재(서초구청)
6022,강남고속버스터미널,고속터미널
6023,내방역제일병원,내방
6024,한신2차후문,잠원
6025,서울고교,방배
6026,서울교육대앞,남부터미널(예술의전당)
6027,논현사거리,논현
6028,방배반딧불센터,방배
6029,신사동.더리버사이드호텔,신사
6030,삼풍아파트,교대(법원·검찰청)
6031,프로비스타호텔.서초동유원아파트,교대(법원·검찰청)
6032,서초아르누보호텔.유원아파트,교대(법원·검찰청)
6033,서초고후문,서초
6034,내방역1번출구,내방
6035,교보타워앞,강남
6036,동원산업,매봉
6037,서울시인재개발원,남부터미널(예술의전당)
6038,한신2차정문,고속터미널
6039,미켈란아파트,방배
6040,강남역.서초초교앞,강남
6041,외교안보연구원.서초구청,양재(서초구청)
6042,호남고속.신세계,고속터미널
6043,서울고사거리,방배
6044,문화예술공원,양재(서초구청)
6045,강남역.삼성전자,강남
6046,반포종합운동장,고속터미널
6047,경남상가,고속터미널
6048,제약회관,방배
6049,황실자이아파트,내방
6050,우성아파트사거리,강남
6051,서초역4번출구,서초
6052,매헌초교,양재(서초구청)
6053,반포2동주민센터,고속터미널
6054,방배(백석예술대)역2번출구,방배
6055,무지개아파트후문,양재(서초구청)
6056,서초현대렉시온오피스텔,강남
6057,서초역.3번출구,서초
6058,양재근린공원,양재(서초구청)
6059,방배누리시아웨딩홀,방배
6060,무지개아파트정문,양재(서초구청)
6061,강남역.10번출구,강남
6062,언남고,매봉
6063,풍림아이원,남부터미널(예술의전당)
6064,하이브랜드.코스트코.이마트,양재(서초구청)
6065,서초유스센터,남부터미널(예술의전당)
6066,교대역6번출구,서초
6067,신중초등학교,남부터미널(예술의전당)
6068,양재역9번출구,양재(서초구청)
6069,역삼동.역삼동.우성아파트,강남
6070,성지마을입구,방배
6071,남부터미널.BC카드앞,남부터미널(예술의전당)
6072,양재역엘타워빌딩,양재(서초구청)
6073,서초1동사무소,교대(법원·검찰청)
6074,방배빌딩,방배
6075,서래초등학교,내방
6076,복지관,교대(법원·검찰청)
6077,세빛섬,고속터미널
6078,양재역커피빈앞,양재(서초구청)
6079,교대역.법원검찰청,서초
6080,상문고등학교.수표교교회,방배
6081,빛교회.이수중앙시장,내방
6082,현대캐피탈,양재(서초구청)
6083,본마을노인복지센터,매봉
6084,카페골목입구,총신대입구(이수)
6085,이수역2번출구,총신대입구(이수)
6086,HCN서초방송,남부터미널(예술의전당)
6087,서울교대,남부터미널(예술의전당)
6088,삼성딜라이트,강남
6089,서래마을,고속터미널
6090,송동마을.서초힐스아파트,남태령
6091,방배4동성당,내방
6092,서울남부터미널,남부터미널(예술의전당)
6093,서문여고,총신대입구(이수)
6094,서초구청맞은편,양재(서초구청)
6095,방배(백석에술대)역 3번출구,방배
6096,서초롯데캐슬프레지던트아파트,교대(법원·검찰청)
6097,대검찰청.서초경찰서,서초
6098,불교TV.서초어린이집,방배
6099,구룡사거리,매봉
6100,서이초등학교,강남
6101,사당역12번출구,사당
6102,삼성래미안.이수역방향,고속터미널
6103,더미켈란아파트,방배
6104,서울성모병원.서울지방조달청,고속터미널
6105,아크로비스타,교대(법원·검찰청)
6106,서초성당,교대(법원·검찰청)
6107,강남역나라빌딩앞,강남
6108,양재역신한은행앞,양재(서초구청)
6109,신사중학교,신사
6110,광림교회.현대고등학교,압구정
6111,압구정역4번출구,압구정
6112,신사사거리.가로수길,신사
6113,신사역사거리,신사
6114,신사동사거리.신사역,신사
6115,강남을지병원,학동
6116,학동역,학동
6117,논현동사거리.학동역,학동
6118,영동시장,논현
6119,논현동고개,학동
6120,삼정호텔,학동
6121,신논현역,논현
6122,교보타워,논현
6123,영동시장논현역,논현
6124,언북중학교입구,압구정
6125,제일은행.호림아트센터앞,압구정
6126,영동119.안전센터,압구정
6127,강남구청역,강남구청
6128,세관앞,학동
6129,서울세관,학동
6130,한국토지주택공사앞,강남구청
6131,선정릉역1번출구.시니어플라자,강남구청
6132,아크로힐스논현,역삼
6133,강남YMCA앞,학동
6134,임페리얼팰리스호텔.워터게이트빌딩,학동
6135,임피리얼팰리스호텔워터게이트,학동
6136,국민은행논현동지점,역삼
6137,언주역4번출구.차병원사거리,학동
6138,언주역3번출구,학동
6139,논현고개,학동
6140,서울세관사거리,학동
6141,고속철도수서역,수서
6142,신사동교회,압구정
6143,도산공원.호림아트센터앞,압구정
6144,신구중학교,압구정
6145,압구정중고등학교.현대아파트,압구정
6146,도산공원사거리,압구정
6147,압구정파출소,압구정
6148,한양아파트.압구정로데오역,압구정
6149,일지아트홀,강남구청
6150,씨네시티.앞,압구정
6151,도산공원,압구정
6152,성수대교남단.현대아파트,압구정
6153,청담초등학교,청담
6154,프리마호텔,청담
6155,영동교입구.청담자이아파트,청담
6156,영동교입구,청담
6157,청담역.경기고교,청담
6158,우리은행청담지점.청담삼익아파트,청담
6159,청담천주교회,청담
6160,청담2치안센터,청담
6161,강남구청.강남세무서,강남구청
6162,청담동래미안아파트,강남구청
6163,프라마호텔,청담
6164,일지아트홀.압구정동노인복지센터,강남구청
6165,청담초등학교앞,청담
6166,청담동성당앞,청담
6167,차병원차움,강남구청
6168,진흥아파트청담역,청담
6169,봉은사.삼성1파출소앞,삼성(무역센터)
6170,봉은사.코엑스북문,삼성(무역센터)
6171,봉은사역3번출구.삼성1파출소,삼성(무역센터)
6172,봉은사역5번출구.광동한방병원,삼성(무역센터)
6173,노블발렌티웨딩홀,잠실(송파구청)
6174,서울의료원,종합운동장
6175,강남경찰서면허시험장,삼성(무역센터)
6176,삼성역7번출구,삼성(무역센터)
6177,무역센터,삼성(무역센터)
6178,강남보건소.강남구립국제교육원,강남구청
6179,한국무역센터.삼성역,삼성(무역센터)
6180,포스코사거리,삼성(무역센터)
6181,한별구립어린이집,삼성(무역센터)
6182,센트럴아이파크.강남구도시관리공단,청담
6183,삼성동서광아파트,강남구청
6184,청담역,청담
6185,삼성중앙역.플래티넘아파트,청담
6186,삼성2문화센터,강남구청
6187,라마다서울호텔앞,강남구청
6188,선릉역.선정릉정문,삼성(무역센터)
6189,선정릉역.무형문화재전수회관,강남구청
6190,포스코건너편,삼성(무역센터)
6191,선릉역,삼성(무역센터)
6192,도곡역,도곡
6193,중대부고,도곡
6194,단대부고.대치아이파크아파트,도곡
6195,한티역3번출구.서울강남고용노동지청,도곡
6196,삼성아파트입구,대치
6197,농협대치지점,대치
6198,대치SK.VIEW아파트.서울교회,대치
6199,대치역1번출구,대치
6200,래미안.대치.팰리스,도곡
6201,대치동우성아파트,대치
6202,대치역8번출구,대치
6203,대치역7번출구,대치
6204,그랑프리백화점,도곡
6205,은마아파트,대치
6206,은마파출소,대치
6207,대치동은마아파트,학여울
6208,대치동미도아파트,학여울
6209,대치역6번출구.강남구민회관,대치
6210,삼성역,삼성(무역센터)
6211,강남경찰서.강남운전면허시험장,종합운동장
6212,휘문고.대치2동주민센터,삼성(무역센터)
6213,래미안하이스턴.대치순복음교회,대치
6214,대치현대아파트,삼성(무역센터)
6215,휘문중고등학교,삼성(무역센터)
6216,대치사거리,삼성(무역센터)
6217,한티역,도곡
6218,도성초등학교,삼성(무역센터)
6219,도성초교사거리,삼성(무역센터)
6220,영동농협풍림아이원아파트,삼성(무역센터)
6221,진선여자중고등학교,삼성(무역센터)
6222,포스코빌딩,삼성(무역센터)
6223,대치동현대아파트,삼성(무역센터)
6224,은마아파트입구사거리,대치
6225,베스티안병원,대치
6226,한티역2번출구.서울강남고용노동지청,도곡
6227,삼정호텔앞,역삼
6228,차병원,역삼
6229,언주역5번출구.차병원사거리,역삼
6230,스포월드.라움아트센터,역삼
6231,선정릉역4번출구.시니어플라자,강남구청
6232,서울상록회관.한국기술센터,역삼
6233,KT강남지사,역삼
6234,아가방빌딩.하나은행,역삼
6235,역삼역.GS타워,역삼
6236,역삼역,역삼
6237,강남역12번출구,강남
6238,강남역.역삼세무서,강남
6239,역삼역.포스코타워역삼,역삼
6240,영동중앙교회,역삼
6241,역삼럭키아파트.역삼월드메르디앙아파트,매봉
6242,역삼초등학교,강남
6243,뱅뱅사거리기쁨병원,양재(서초구청)
6244,역삼2동주민센터.대림역삼아파트,역삼
6245,래미안.그레이튼.아파트,역삼
6246,역삼자이아파트,역삼
6247,역삼동성당.역삼자이아파트,역삼
6248,역삼동개나리아파트,역삼
6249,총지사,역삼
6250,한서병원,역삼
6251,한국자산신탁.르네상스호텔,역삼
6252,역삼e-편한세상아파트,도곡
6253,한티역7번출구,도곡
6254,역삼중학교.강남세브란스병원,도곡
6255,도곡1차아이파크.역삼청소년수련관,매봉
6256,도곡1동주민센터.역삼럭키아파트,매봉
6257,도곡1차아이파크.도곡중학교,매봉
6258,매봉삼성아파트SK리더스뷰,매봉
6259,매봉역양재최의원,매봉
6260,양재역말죽거리.강남베드로병원,양재(서초구청)
6261,뱅뱅사거리.구영동중학교,양재(서초구청)
6262,뱅뱅사거리뱅뱅프라자,양재(서초구청)
6263,원불교앞,매봉
6264,매봉역,매봉
6265,도곡개포한신아파트,매봉
6266,도곡동개포한신아파트,매봉
6267,우성캐릭터빌아파트,매봉
6268,군인공제회관,도곡
6269,라마다서울호텔,강남구청
6270,숙명여고,도곡
6271,도곡렉슬아파트.강남세브란스병원,도곡
6272,도곡렉슬아파트정문,도곡
6273,중대부고앞,도곡
6274,구룡중학교앞,도곡
6275,개포고등학교앞,도곡
6276,개포1단지,도곡
6277,개포주공1단지,도곡
6278,하나은행사거리,매봉
6279,현대아파트경남아파트,매봉
6280,개일초등학교앞,도곡
6281,개포고등학교,도곡
6282,개포1단지연금매장,도곡
6283,래미안블레스티지아파트,도곡
6284,시립개포도서관,도곡
6285,수도전기공고후문,대치
6286,디에이치아너힐즈,대치
6287,주공4단지,대치
6288,경기여고,대치
6289,개포동역.개포시장,대치
6290,개포주공5단지경기여고,대치
6291,개포시장.개포5단지상가,대치
6292,양전초등학교,학여울
6293,개포6단지앞,학여울
6294,공무원아파트,대청
6295,개원중학교,학여울
6296,개포주공7단지앞,대청
6297,연금매점,대청
6298,개포시영아파트정문,매봉
6299,능인선원앞,매봉
6300,구룡산입구,도곡
6301,국악고교사거리,매봉
6302,삼호물산,매봉
6303,구룡초등학교,매봉
6304,광수빌딩,매봉
6305,국민은행그린공원,매봉
6306,포이사거리삼호물산,매봉
6307,개포4동주민센터개포지구대,매봉
6308,수서삼성아파트앞,일원
6309,일원본동주민센터,일원
6310,푸른마을아파트앞,일원
6311,상록수아파트앞,일원
6312,수서119.안전센터앞,수서
6313,삼성서울병원정문,일원
6314,삼성서울병원정문건너편,일원
6315,일원역,일원
6316,삼성서울병원후문,일원
6317,글래드라이브강남호텔,역삼
6318,포포인츠서울강남.선샤인,압구정
6319,삼성서울병원사거리,대청
6320,강남한양수자인아파트,장지
6321,대치아파트,학여울
6322,대청역,대청
6323,마루공원,대청
6324,대청초등학교,대청
6325,일원1동주민센터,대청
6326,수서역현대벤쳐빌,수서
6327,수서역,수서
6328,수서역KT수서지점,수서
6329,세곡문화복지관,복정
6330,궁마을,수서
6331,수서역5번.출구,수서
6332,수서역.로즈데일빌딩,수서
6333,세곡문화복지회관,복정
6334,은곡마을.LH이편한세상,복정
6335,세곡리엔파크1단지,복정
6336,대왕초등학교,복정
6337,세곡동사거리,복정
6338,세곡동,복정
6339,광연자동차학원앞,복정
6340,삼일자동차학원.강남자동차검사소,복정
6341,방죽마을,복정
6342,래미안포레아파트,수서
6343,쟁골마을,수서
6344,압구정역3번출구,압구정
6345,국민은행압구정지점,압구정
6346,언주역2번출구.차병원사거리,학동
6347,영동고교앞,강남구청
6348,개포우성6차아파트,매봉
