,표준버스정류장ID,지하철역
1151,103000505,한양대
1152,103900152,어린이대공원(세종대)
1153,103900149,버티고개
1154,103900142,금호
1155,103900021,금호
1156,103900022,신금호
1157,103900150,옥수
1158,103900023,어린이대공원(세종대)
1159,103900143,금호
1160,103900063,신금호
1161,103900025,신금호
1162,103900116,왕십리(성동구청)
1163,103900024,옥수
1164,103900064,어린이대공원(세종대)
1165,103900153,금호
1166,103900026,신금호
1167,103900120,신금호
1168,103900065,행당
1169,103900145,금호
1170,103900066,어린이대공원(세종대)
1171,103900067,옥수
1172,103900027,금호
1173,103900028,금호
1174,103900068,신금호
1175,103900029,신금호
1176,103900117,행당
1177,103900030,어린이대공원(세종대)
1178,103900069,옥수
1179,103900070,금호
1180,103900031,신금호
1181,103900032,행당
1182,103900071,행당
1183,103900033,성수
1184,103900146,금호
1185,103900133,신금호
1186,103900034,행당
1187,103900035,신금호
1188,103900036,성수
1189,103900037,옥수
1190,103900126,행당
1191,103900038,행당
1192,103900072,행당
1193,103900040,신금호
1194,103900073,성수
1195,103900041,옥수
1196,103900074,행당
1197,103900134,금호
1198,103900075,신금호
1199,103900019,행당
1200,103900039,행당
1201,103900076,신금호
1202,103900077,성수
1203,103900078,행당
1204,103900043,금호
1205,103900042,행당
1206,105000454,신금호
1207,103900044,성수
1208,103900079,옥수
1209,103900045,행당
1210,103900080,금호
1211,103900081,금호
1212,103900082,금호
1213,103900122,행당
1214,103900083,성수
1215,103900084,옥수
1216,103900144,금호
1217,103900020,금호
1218,103900085,왕십리(성동구청)
1219,103900047,행당
1220,103900048,성수
1221,103900049,옥수
1222,103900086,행당
1223,103900051,신금호
1224,103900151,옥수
1225,103900088,행당
1226,103900089,왕십리(성동구청)
1227,103900050,신금호
1228,103900090,금호
1229,103900112,상왕십리
1230,103900123,행당
1231,103900052,상왕십리
1232,103900124,신금호
1233,103900113,상왕십리
1234,103900091,금호
1235,103900092,용두(동대문구청)
1236,103900125,신금호
1237,103900093,어린이대공원(세종대)
1238,103900114,상왕십리
1239,103900094,금호
1240,103900095,용두(동대문구청)
1241,103900131,신금호
1242,103900053,신당
1243,103900096,어린이대공원(세종대)
1244,103900054,신금호
1245,103900055,마장
1246,103900056,신금호
1247,103900111,신금호
1248,103900057,어린이대공원(세종대)
1249,103900097,신금호
1250,103900098,왕십리(성동구청)
1251,103900058,신금호
1252,103900099,어린이대공원(세종대)
1253,103900115,왕십리(성동구청)
1254,103900100,신금호
1255,103900101,신금호
1256,103900102,신금호
1257,103900017,신금호
1258,103900018,행당
1259,103900104,신금호
1260,103900059,신금호
1261,103900105,행당
1262,103900060,행당
1263,103900106,신금호
1264,103900107,행당
1265,103900147,금호
1266,103900108,행당
1267,103900109,행당
1268,103900110,금호
1269,103900127,행당
1270,103900061,행당
1271,103900062,옥수
1272,103000278,행당
1273,103000279,행당
1274,103000280,행당
1275,103000281,행당
1276,103900016,행당
1277,103900015,행당
1278,103900163,신금호
1279,103900128,행당
1280,103900014,행당
1281,103900013,행당
1282,103900012,행당
1283,103900011,행당
1284,103900119,행당
1285,103900148,신금호
1286,103900010,금호
1287,103900009,금호
1288,103900154,왕십리(성동구청)
1289,103900135,금호
1290,103900008,금호
1291,103900007,금호
1292,103900006,금호
1293,103900005,금호
1294,103900004,금호
1295,103900137,금호
1296,103900138,금호
1297,103900139,금호
1298,103900140,금호
1299,103900003,금호
1300,103900002,금호
1301,103900141,금호
1302,103900001,금호
1303,103900155,신금호
1304,103900156,신금호
1305,103900157,신금호
1306,103900158,신금호
1307,103900159,신금호
1308,103900160,신금호
1309,103900161,금호
1310,103900162,행당
1311,105000472,왕십리(성동구청)
1312,105000471,옥수
1313,105000470,옥수
1314,105000469,옥수
1315,105000468,금호
1316,105000467,금호
1317,105000466,금호
1318,105000465,금호
1319,105000464,금호
1320,105000463,신금호
1321,105000462,신금호
1322,105000461,행당
1323,105000460,행당
1324,105000459,행당
1325,105000458,행당
1326,103900168,금호
1327,103900167,금호
1328,103900169,옥수
1329,103900190,옥수
1330,103900191,옥수
1331,103900192,옥수
1332,103900193,옥수
1333,103900194,금호
1334,103900189,마장
1335,103900188,왕십리(성동구청)
1336,103900187,왕십리(성동구청)
1337,103900185,신금호
1338,103900184,신금호
1339,103900182,신금호
1340,103900181,신금호
1341,103900180,신금호
1342,103900179,신금호
1343,103900178,신금호
1344,103900177,신금호
1345,103900176,신금호
1346,103900175,행당
1347,103900174,행당
1348,103900173,행당
1349,103900172,왕십리(성동구청)
1350,103900171,왕십리(성동구청)
1351,103900170,마장
1352,103900196,신금호
1353,103900195,신금호
1354,103900198,상왕십리
1355,103900197,상왕십리
1356,103900202,상왕십리
1357,103900201,상왕십리
1358,103900200,상왕십리
1359,103900199,신설동
1360,103900211,신답
1361,103900208,신답
1362,103900203,마장
1363,103900204,신답
1364,103900207,신답
1365,103900209,금호
1366,103900210,상왕십리
1367,103900212,행당
1368,103900216,신금호
1369,103900217,옥수
1370,103900219,옥수
1371,103900248,뚝섬
1372,103900249,뚝섬
1373,103900250,뚝섬
1374,103900251,성수
1375,103900253,성수
1376,103900254,성수
1377,103900255,성수
1378,103900256,성수
1379,103900257,성수
1380,103900258,성수
1381,103900259,성수
1382,103900261,성수
1383,103900233,성수
1384,103900262,성수
1385,103900235,성수
1386,103900236,성수
1387,103900263,뚝섬
1388,103900264,뚝섬
1389,103900265,뚝섬
1390,103900242,뚝섬
1391,103900218,옥수
1392,103900243,뚝섬
1393,103900245,금호
1394,103900244,금호
1395,103900246,마장
1396,103900247,마장
1397,103900266,옥수
1398,103900267,신금호
1399,103900268,상왕십리
1400,103900269,상왕십리
1401,103900270,상왕십리
1402,103900271,상왕십리
1403,103900272,행당
1404,103900273,행당
1405,103900274,행당
1406,103900275,한양대
1407,103900276,한양대
1408,103900277,한양대
1409,103900278,한양대
1410,103900279,한양대
1411,103900280,한양대
1412,103000511,뚝섬
1413,103000512,성수
1414,103000513,한양대
1415,104000001,군자(능동)
1416,104000002,군자(능동)
1417,104000003,군자(능동)
1418,104000004,군자(능동)
1419,104000005,아차산(어린이대공원후문)
1420,104000006,아차산(어린이대공원후문)
1421,104000007,아차산(어린이대공원후문)
1422,104000299,아차산(어린이대공원후문)
1423,104000296,아차산(어린이대공원후문)
1424,104000295,아차산(어린이대공원후문)
1425,104000298,광나루(장신대)
1426,104000297,광나루(장신대)
1427,104000008,군자(능동)
1428,104000009,군자(능동)
1429,104000010,군자(능동)
1430,104000011,군자(능동)
1431,104000012,군자(능동)
1432,104000013,군자(능동)
1433,104000014,중곡
1434,104000015,중곡
1435,104000016,중곡
1436,104000018,중곡
1437,104000019,군자(능동)
1438,104000020,군자(능동)
1439,104000021,중곡
1440,104000022,중곡
1441,104000023,중곡
1442,104000024,아차산(어린이대공원후문)
1443,101000252,아차산(어린이대공원후문)
1444,104000026,중곡
1445,104000027,중곡
1446,104000028,중곡
1447,104000029,중곡
1448,104000030,중곡
1449,104000031,중곡
1450,104000032,중곡
1451,104000033,중곡
1452,104000034,중곡
1453,104000035,중곡
1454,104000036,용마산
1455,104000037,용마산
1456,104000038,중곡
1457,104000039,중곡
1458,104000040,중곡
1459,104000041,중곡
1460,104000042,중곡
1461,104000043,중곡
1462,104000044,중곡
1463,104000045,아차산(어린이대공원후문)
1464,104000046,아차산(어린이대공원후문)
1465,104000047,군자(능동)
1466,104000048,군자(능동)
1467,104000049,어린이대공원(세종대)
1468,104000050,어린이대공원(세종대)
1469,104000051,구의(광진구청)
1470,104000052,구의(광진구청)
1471,104000053,구의(광진구청)
1472,104000054,구의(광진구청)
1473,104000055,구의(광진구청)
1474,104000056,구의(광진구청)
1475,104000057,구의(광진구청)
1476,104000058,아차산(어린이대공원후문)
1477,104000059,아차산(어린이대공원후문)
1478,104000060,구의(광진구청)
1479,104000061,구의(광진구청)
1480,104000062,구의(광진구청)
1481,104000063,강변(동서울터미널)
1482,104000064,강변(동서울터미널)
1483,104000065,구의(광진구청)
1484,104000183,강변(동서울터미널)
1485,104000279,강변(동서울터미널)
1486,104000070,강변(동서울터미널)
1487,104000071,구의(광진구청)
1488,104000072,구의(광진구청)
1489,104000073,광나루(장신대)
1490,104000074,광나루(장신대)
1491,104000075,광나루(장신대)
1492,104000076,광나루(장신대)
1493,104000271,광나루(장신대)
1494,104000080,광나루(장신대)
1495,104000081,광나루(장신대)
1496,104000082,구의(광진구청)
1497,104000083,구의(광진구청)
1498,104000084,구의(광진구청)
1499,104000085,구의(광진구청)
1500,104000086,구의(광진구청)
1501,104000087,건대입구
1502,104000090,뚝섬유원지
1503,104000092,구의(광진구청)
1504,104000094,구의(광진구청)
1505,104000095,구의(광진구청)
1506,104000096,뚝섬유원지
1507,104000097,뚝섬유원지
1508,104000098,구의(광진구청)
1509,104000291,구의(광진구청)
1510,104000100,구의(광진구청)
1511,104000101,구의(광진구청)
1512,104000106,구의(광진구청)
1513,104000107,뚝섬유원지
1514,104000108,뚝섬유원지
1515,104000109,뚝섬유원지
1516,104000110,뚝섬유원지
1517,104000111,건대입구
1518,104000112,건대입구
1519,104000116,뚝섬유원지
1520,104000117,뚝섬유원지
1521,104000118,뚝섬유원지
1522,104000119,뚝섬유원지
1523,104000120,뚝섬유원지
1524,104000121,건대입구
1525,104000122,뚝섬유원지
1526,104000123,건대입구
1527,104000124,건대입구
1528,104000125,건대입구
1529,104000126,뚝섬유원지
1530,104000127,뚝섬유원지
1531,104000128,뚝섬유원지
1532,104000129,뚝섬유원지
1533,104000130,뚝섬유원지
1534,104000131,건대입구
1535,104000132,어린이대공원(세종대)
1536,104000133,어린이대공원(세종대)
1537,104000134,어린이대공원(세종대)
1538,104000135,어린이대공원(세종대)
1539,104000136,건대입구
1540,104000137,건대입구
1541,104000138,어린이대공원(세종대)
1542,104000139,건대입구
1543,104000290,어린이대공원(세종대)
1544,104000141,어린이대공원(세종대)
1545,104000142,어린이대공원(세종대)
1546,104000143,군자(능동)
1547,104000144,군자(능동)
1548,104000145,군자(능동)
1549,104000146,군자(능동)
1550,104000147,군자(능동)
1551,104000148,군자(능동)
1552,104000149,군자(능동)
1553,104000150,어린이대공원(세종대)
1554,104000151,군자(능동)
1555,104000152,어린이대공원(세종대)
1556,104000153,어린이대공원(세종대)
1557,104000154,어린이대공원(세종대)
1558,104000155,어린이대공원(세종대)
1559,104000293,어린이대공원(세종대)
1560,104000157,어린이대공원(세종대)
1561,104000158,어린이대공원(세종대)
1562,104000159,군자(능동)
1563,104000160,군자(능동)
1564,104000161,군자(능동)
1565,104000162,군자(능동)
1566,104000165,아차산(어린이대공원후문)
1567,104000167,아차산(어린이대공원후문)
1568,104000168,뚝섬유원지
1569,104000169,중곡
1570,104000170,건대입구
1571,104000269,광나루(장신대)
1572,104000280,강변(동서울터미널)
1573,104000069,강변(동서울터미널)
1574,104000275,중곡
1575,104000274,중곡
1576,104000273,중곡
1577,104000272,중곡
1578,104900124,아차산(어린이대공원후문)
1579,104900085,중곡
1580,104900060,중곡
1581,104900059,중곡
1582,104900058,광나루(장신대)
1583,104900123,아차산(어린이대공원후문)
1584,104900122,아차산(어린이대공원후문)
1585,104900087,중곡
1586,104900089,아차산(어린이대공원후문)
1587,104900057,광나루(장신대)
1588,104900121,아차산(어린이대공원후문)
1589,104900128,중곡
1590,104900056,중곡
1591,104900055,아차산(어린이대공원후문)
1592,104900054,광나루(장신대)
1593,104000294,아차산(어린이대공원후문)
1594,104900053,아차산(어린이대공원후문)
1595,104900052,아차산(어린이대공원후문)
1596,104900109,광나루(장신대)
1597,104900051,아차산(어린이대공원후문)
1598,104900049,아차산(어린이대공원후문)
1599,104900048,아차산(어린이대공원후문)
1600,104900050,광나루(장신대)
1601,104900047,아차산(어린이대공원후문)
1602,104900046,광나루(장신대)
1603,104900045,중곡
1604,104900044,아차산(어린이대공원후문)
1605,104900043,아차산(어린이대공원후문)
1606,104900042,건대입구
1607,104900041,중곡
1608,104900040,아차산(어린이대공원후문)
1609,104900039,군자(능동)
1610,104900038,강변(동서울터미널)
1611,104900037,뚝섬유원지
1612,104900036,아차산(어린이대공원후문)
